value,valueLabel,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q5602105,Greeks in Turkey,1,http://www.wikidata.org/entity/Q603855,Petros Markaris
http://www.wikidata.org/entity/Q5637911,Hadjarai peoples,1,http://www.wikidata.org/entity/Q5989740,Idriss Miskine
http://www.wikidata.org/entity/Q5645960,Irish Catholic,1,http://www.wikidata.org/entity/Q115740006,Edward B. Barry
http://www.wikidata.org/entity/Q56733508,Sengwer people,1,http://www.wikidata.org/entity/Q111144368,Milka Chepkorir
http://www.wikidata.org/entity/Q576065,Ancient Macedonians,1,http://www.wikidata.org/entity/Q130650,Philip II of Macedon
http://www.wikidata.org/entity/Q577055,Sahrawi people,1,http://www.wikidata.org/entity/Q108036177,Mohamed al-Bambary
http://www.wikidata.org/entity/Q577576,Sotho people,1,http://www.wikidata.org/entity/Q58298110,Joshua Pulomo Mohapeloa
http://www.wikidata.org/entity/Q580659,Yaghan people,1,http://www.wikidata.org/entity/Q2658232,Cristina Calderón
http://www.wikidata.org/entity/Q5948733,Q5948733,1,http://www.wikidata.org/entity/Q5363753,Elizabeth Woody
http://www.wikidata.org/entity/Q5985756,Icelandic Canadians,1,http://www.wikidata.org/entity/Q107031384,Goody Grace
http://www.wikidata.org/entity/Q6024146,Indian Singaporeans,1,http://www.wikidata.org/entity/Q7639265,Sundaresh Menon
http://www.wikidata.org/entity/Q6025447,Indo Caribbeans,1,http://www.wikidata.org/entity/Q162202,Nicki Minaj
http://www.wikidata.org/entity/Q606616,mercheros,1,http://www.wikidata.org/entity/Q104972536,Zaira Romero
http://www.wikidata.org/entity/Q6067976,Iraqi Canadians,1,http://www.wikidata.org/entity/Q14918803,Joe Balass
http://www.wikidata.org/entity/Q60788702,Mununjali clan,1,http://www.wikidata.org/entity/Q87049383,Chelsea Watego
http://www.wikidata.org/entity/Q6084310,Canarian Americans,1,http://www.wikidata.org/entity/Q100138429,Juana Josefina Cavasos Barnard
http://www.wikidata.org/entity/Q6092933,Italian Scots,1,http://www.wikidata.org/entity/Q165397,Eduardo Paolozzi
http://www.wikidata.org/entity/Q60978058,Jews in Poland,1,http://www.wikidata.org/entity/Q102190105,Albert Madansky
http://www.wikidata.org/entity/Q61081385,Q61081385,1,http://www.wikidata.org/entity/Q4086106,Vladimir Beșleagă
http://www.wikidata.org/entity/Q6112239,Turks in the United Kingdom,1,http://www.wikidata.org/entity/Q313145,Colin Kazim-Richards
http://www.wikidata.org/entity/Q61361124,South Koreans,1,http://www.wikidata.org/entity/Q105717496,Yoo Yoonjin
http://www.wikidata.org/entity/Q621557,Russians in Estonia,1,http://www.wikidata.org/entity/Q116419283,Alika Milova
http://www.wikidata.org/entity/Q627897,Ga-Adangbe people,1,http://www.wikidata.org/entity/Q19600108,Ashitey Trebi-Ollennu
http://www.wikidata.org/entity/Q640605,Yamato people,1,http://www.wikidata.org/entity/Q938347,Santō Kyōden
http://www.wikidata.org/entity/Q6442586,Kuku Yalanji people,1,http://www.wikidata.org/entity/Q99596629,Beryl Friday
http://www.wikidata.org/entity/Q6445737,Kurdish American,1,http://www.wikidata.org/entity/Q5687316,Hayv Kahraman
http://www.wikidata.org/entity/Q645118,Phanariotes,1,http://www.wikidata.org/entity/Q85876,Eudoxiu Hurmuzachi
http://www.wikidata.org/entity/Q6474876,Lake Babine Nation,1,http://www.wikidata.org/entity/Q106209577,Whess Harman
http://www.wikidata.org/entity/Q6510870,Lebanese Colombian,1,http://www.wikidata.org/entity/Q16206472,Leila Cobo
http://www.wikidata.org/entity/Q6541114,Liberian American,1,http://www.wikidata.org/entity/Q99538952,Kwity Paye
http://www.wikidata.org/entity/Q6575630,Kamma,1,http://www.wikidata.org/entity/Q7908735,Vaiko
http://www.wikidata.org/entity/Q6698134,Lucumi people,1,http://www.wikidata.org/entity/Q16543530,Carlota
http://www.wikidata.org/entity/Q672268,Basa people,1,http://www.wikidata.org/entity/Q24055675,Ernestine Gwet Bell
http://www.wikidata.org/entity/Q677863,Aedui,1,http://www.wikidata.org/entity/Q1621177,Julius Sacrovir
http://www.wikidata.org/entity/Q6792792,Mauri people,1,http://www.wikidata.org/entity/Q2347534,Bogud
http://www.wikidata.org/entity/Q6815296,Memon,1,http://www.wikidata.org/entity/Q106112358,Rashid Gatrad
http://www.wikidata.org/entity/Q682808,Assiniboine people,1,http://www.wikidata.org/entity/Q59725214,William Standing
http://www.wikidata.org/entity/Q6878624,Mission Indians,1,http://www.wikidata.org/entity/Q5505013,Fritz Scholder
http://www.wikidata.org/entity/Q6889284,Modh,1,http://www.wikidata.org/entity/Q1058,Narendra Modi
http://www.wikidata.org/entity/Q6899636,Mongolian American,1,http://www.wikidata.org/entity/Q94316988,Avani Gregg
http://www.wikidata.org/entity/Q695067,Colville tribe,1,http://www.wikidata.org/entity/Q11937719,Mourning Dove
http://www.wikidata.org/entity/Q6981120,Ngāi Te Rangi,1,http://www.wikidata.org/entity/Q107863885,Kihi Ngatai
http://www.wikidata.org/entity/Q699958,Danube Swabians,1,http://www.wikidata.org/entity/Q2172584,Rudolf Eisenmenger
http://www.wikidata.org/entity/Q700469,Germans of Romania,1,http://www.wikidata.org/entity/Q12731430,Josef Kappl
http://www.wikidata.org/entity/Q701676,Atayal,1,http://www.wikidata.org/entity/Q28806093,Hsu Yen-pu
http://www.wikidata.org/entity/Q702193,German-Russians,1,http://www.wikidata.org/entity/Q69030988,Andreas Maurer
http://www.wikidata.org/entity/Q702220,Pennsylvania Dutch,1,http://www.wikidata.org/entity/Q95889043,Emma Seifrit Weigley
http://www.wikidata.org/entity/Q7023216,Ngāti Apa,1,http://www.wikidata.org/entity/Q62268930,Maiangi Waitai
http://www.wikidata.org/entity/Q7023222,Ngāti Hauā,1,http://www.wikidata.org/entity/Q24189388,Julian Dennison
http://www.wikidata.org/entity/Q7023227,Ngāti Kahu,1,http://www.wikidata.org/entity/Q42178705,Marilynn Webb
http://www.wikidata.org/entity/Q7023252,Ngāti Ranginui,1,http://www.wikidata.org/entity/Q107863885,Kihi Ngatai
http://www.wikidata.org/entity/Q7023291,Ngāti Whakaue,1,http://www.wikidata.org/entity/Q104602937,Te Wharetoroa Tiniraupeka
http://www.wikidata.org/entity/Q7023296,Ngāti Whare,1,http://www.wikidata.org/entity/Q89186110,Suzanne Pitama
http://www.wikidata.org/entity/Q703914,Hoklo people,1,http://www.wikidata.org/entity/Q93030,Leon O. Chua
http://www.wikidata.org/entity/Q7061432,Norwegians with Iranian background,1,http://www.wikidata.org/entity/Q112712600,Zaniar Matapour
http://www.wikidata.org/entity/Q710817,Sakizaya people,1,http://www.wikidata.org/entity/Q115164193,Tseng Sheng-guang
http://www.wikidata.org/entity/Q7108926,Otoe-Missouria Tribe of Indians,1,http://www.wikidata.org/entity/Q4767213,Anna Lee Walters
http://www.wikidata.org/entity/Q7129967,Panamanian American,1,http://www.wikidata.org/entity/Q367508,Eric Dolphy
http://www.wikidata.org/entity/Q713003,Sakhalin Koreans,1,http://www.wikidata.org/entity/Q4482860,Teofan
http://www.wikidata.org/entity/Q715978,Koreans in China,1,http://www.wikidata.org/entity/Q8052405,Yeo Ok
http://www.wikidata.org/entity/Q7165964,Northern Irish,1,http://www.wikidata.org/entity/Q43436151,Stephen Forde
http://www.wikidata.org/entity/Q7194112,Pillager Band of Chippewa Indians,1,http://www.wikidata.org/entity/Q7116433,Ozaawindib
http://www.wikidata.org/entity/Q7227736,Pondo people,1,http://www.wikidata.org/entity/Q5431600,Faku a Ngqungqushe
http://www.wikidata.org/entity/Q7267629,Qiang,1,http://www.wikidata.org/entity/Q858708,King Midang
http://www.wikidata.org/entity/Q7285021,Rainy River First Nations,1,http://www.wikidata.org/entity/Q4704071,Al Hunter
http://www.wikidata.org/entity/Q7292868,Rangitāne,1,http://www.wikidata.org/entity/Q62268930,Maiangi Waitai
http://www.wikidata.org/entity/Q7294310,Rappahannock Tribe,1,http://www.wikidata.org/entity/Q109988067,Muriel Miguel
http://www.wikidata.org/entity/Q7320262,Rharhabe,1,http://www.wikidata.org/entity/Q42517662,Emma Sandile
http://www.wikidata.org/entity/Q7334608,Rincon Reservation,1,http://www.wikidata.org/entity/Q98590669,Bonita Wa Wa Calachaw Nuñez
http://www.wikidata.org/entity/Q7361505,Romani people in Czechoslovakia,1,http://www.wikidata.org/entity/Q114392,Věra Bílá
http://www.wikidata.org/entity/Q7361508,Roma in Serbia,1,http://www.wikidata.org/entity/Q278029,Šaban Bajramović
http://www.wikidata.org/entity/Q7361511,Romani Americans,1,http://www.wikidata.org/entity/Q5056470,Cecilia Woloch
http://www.wikidata.org/entity/Q7362473,Romani people in Austria,1,http://www.wikidata.org/entity/Q86351,Harri Stojka
http://www.wikidata.org/entity/Q7365670,Rongowhakaata,1,http://www.wikidata.org/entity/Q62287396,Derek Lardelli
http://www.wikidata.org/entity/Q7382296,Russians in Australia,1,http://www.wikidata.org/entity/Q4131085,Gabriel
http://www.wikidata.org/entity/Q7382298,Russian Brazilians,1,http://www.wikidata.org/entity/Q721684,Walter Afanasieff
http://www.wikidata.org/entity/Q7409937,Samoan American,1,http://www.wikidata.org/entity/Q47138769,Tua Tagovailoa
http://www.wikidata.org/entity/Q7409949,Samoan New Zealander,1,http://www.wikidata.org/entity/Q99746515,Lotu Fuli
http://www.wikidata.org/entity/Q7416717,Chilean American,1,http://www.wikidata.org/entity/Q106504630,Sammis Reyes
http://www.wikidata.org/entity/Q7421015,Sapotaweyak Cree Nation,1,http://www.wikidata.org/entity/Q107104827,jaye simpson
http://www.wikidata.org/entity/Q7522198,Sindhi Rajput,1,http://www.wikidata.org/entity/Q4373375,Rana Bhagwandas
http://www.wikidata.org/entity/Q7523256,Singaporean Australians,1,http://www.wikidata.org/entity/Q66490720,Desmond Chiam
http://www.wikidata.org/entity/Q7531942,Sitka Tribe of Alaska,1,http://www.wikidata.org/entity/Q4757333,Andrew Hope III
http://www.wikidata.org/entity/Q7541523,Slovak Americans,1,http://www.wikidata.org/entity/Q95889627,Georgianna Glose
http://www.wikidata.org/entity/Q7541693,Slovene American,1,http://www.wikidata.org/entity/Q23000814,Barron Trump
http://www.wikidata.org/entity/Q756716,Moravians,1,http://www.wikidata.org/entity/Q37970,Gregor Mendel
http://www.wikidata.org/entity/Q7573109,Spanish immigration to France,1,http://www.wikidata.org/entity/Q2851133,Anne Hidalgo
http://www.wikidata.org/entity/Q7586018,Sri Lankan Americans,1,http://www.wikidata.org/entity/Q27244414,SJ Sindu
http://www.wikidata.org/entity/Q765637,Lotud,1,http://www.wikidata.org/entity/Q1586621,Mohd Hamdan Abdullah
http://www.wikidata.org/entity/Q7690742,Te Aitanga-a-Māhaki,1,http://www.wikidata.org/entity/Q52625901,Mere Boynton
http://www.wikidata.org/entity/Q7709309,Thai Britons,1,http://www.wikidata.org/entity/Q16149172,Alexander Albon
http://www.wikidata.org/entity/Q771071,Juif,1,http://www.wikidata.org/entity/Q152125,Helena Nordheim
http://www.wikidata.org/entity/Q7710757,Tharawal,1,http://www.wikidata.org/entity/Q62642109,Frances Bodkin
http://www.wikidata.org/entity/Q771405,South Asia,1,http://www.wikidata.org/entity/Q70980043,Sherry Cola
http://www.wikidata.org/entity/Q7855501,Turks in Denmark,1,http://www.wikidata.org/entity/Q64442264,Halime Oğuz
http://www.wikidata.org/entity/Q7901501,Uruguayans,1,http://www.wikidata.org/entity/Q15856651,Andrés María Rubio Garcia
http://www.wikidata.org/entity/Q794439,Fijians,1,http://www.wikidata.org/entity/Q112072040,Gina Cole
http://www.wikidata.org/entity/Q798284,Bakhtiari people,1,http://www.wikidata.org/entity/Q5939503,Elsa Firouz Azar
http://www.wikidata.org/entity/Q7994663,White Earth Band of Ojibwe,1,http://www.wikidata.org/entity/Q16146448,Kathleen Annette
http://www.wikidata.org/entity/Q80335141,Qibi,1,http://www.wikidata.org/entity/Q10056776,Qibi Heli
http://www.wikidata.org/entity/Q804468,Bakoena,1,http://www.wikidata.org/entity/Q14475748,Sechele I
http://www.wikidata.org/entity/Q8047958,Yamatji,1,http://www.wikidata.org/entity/Q108441696,Dorinda Cox
http://www.wikidata.org/entity/Q8050368,Yavapai-Apache Nation,1,http://www.wikidata.org/entity/Q7933024,Viola Jimulla
http://www.wikidata.org/entity/Q8050480,Yawuru people,1,http://www.wikidata.org/entity/Q3566032,Nova Peris
http://www.wikidata.org/entity/Q8055853,Yorta Yorta people,1,http://www.wikidata.org/entity/Q100327610,Sheena Watt
http://www.wikidata.org/entity/Q810714,Batak,1,http://www.wikidata.org/entity/Q14917375,Luhut Binsar Panjaitan
http://www.wikidata.org/entity/Q810917,Tswana people,1,http://www.wikidata.org/entity/Q139412,Z. K. Matthews
http://www.wikidata.org/entity/Q81257619,Okinawan people,1,http://www.wikidata.org/entity/Q109297339,Momi Cazimero
http://www.wikidata.org/entity/Q815763,Heiltsuk people,1,http://www.wikidata.org/entity/Q1283560,Eden Robinson
http://www.wikidata.org/entity/Q816665,Benadiri people,1,http://www.wikidata.org/entity/Q26436159,Ilhan Omar
http://www.wikidata.org/entity/Q821915,Sto:lo,1,http://www.wikidata.org/entity/Q105376489,T’uy’t’tanat Cease Wyss
http://www.wikidata.org/entity/Q822279,Nuer people,1,http://www.wikidata.org/entity/Q56824653,Nyaruac Kolang
http://www.wikidata.org/entity/Q826591,Nahuas,1,http://www.wikidata.org/entity/Q30084326,María de Jesús Patricio Martínez
http://www.wikidata.org/entity/Q828398,Hutsuls,1,http://www.wikidata.org/entity/Q389000,Ciprian Porumbescu
http://www.wikidata.org/entity/Q833796,Greeks in Germany,1,http://www.wikidata.org/entity/Q14286811,Shindy
http://www.wikidata.org/entity/Q836699,Romanians in Hungary,1,http://www.wikidata.org/entity/Q375477,Ioan Ivanovici
http://www.wikidata.org/entity/Q837881,Lemkos,1,http://www.wikidata.org/entity/Q5603,Andy Warhol
http://www.wikidata.org/entity/Q840534,Monpa people,1,http://www.wikidata.org/entity/Q25251,Dalai Lama 06 Tsangyang Gyatso
http://www.wikidata.org/entity/Q843392,Wa people,1,http://www.wikidata.org/entity/Q8925134,Bao Youxiang
http://www.wikidata.org/entity/Q84423523,Habr Je'lo,1,http://www.wikidata.org/entity/Q380187,Ahmed Mohamed Mohamoud
http://www.wikidata.org/entity/Q845748,Kalash people,1,http://www.wikidata.org/entity/Q56065621,Wazir Zada
http://www.wikidata.org/entity/Q848624,Alaska Natives,1,http://www.wikidata.org/entity/Q13562231,Mary Peltola
http://www.wikidata.org/entity/Q849967,Celtic Britons,1,http://www.wikidata.org/entity/Q715547,Mandubracius
http://www.wikidata.org/entity/Q850223,Bructeri,1,http://www.wikidata.org/entity/Q267711,Veleda
http://www.wikidata.org/entity/Q85119937,Acoma Pueblo tribe,1,http://www.wikidata.org/entity/Q13560693,Lucy M. Lewis
http://www.wikidata.org/entity/Q852486,Rapa Nui people,1,http://www.wikidata.org/entity/Q107481247,Tiare Aguilera Hey
http://www.wikidata.org/entity/Q857542,Jingpo people,1,http://www.wikidata.org/entity/Q30521555,Khat Aung
http://www.wikidata.org/entity/Q862529,Marehan,1,http://www.wikidata.org/entity/Q682738,Abdi Farah Shirdon
http://www.wikidata.org/entity/Q863284,Indigenous people in Canada,1,http://www.wikidata.org/entity/Q26897064,Duane Linklater
http://www.wikidata.org/entity/Q875556,Israelis,1,http://www.wikidata.org/entity/Q23816085,Ravit Helled
http://www.wikidata.org/entity/Q888553,Kalaallit,1,http://www.wikidata.org/entity/Q37024031,Kristian Mørch
http://www.wikidata.org/entity/Q9149944,Iraqi Americans,1,http://www.wikidata.org/entity/Q5687316,Hayv Kahraman
http://www.wikidata.org/entity/Q920233,Chaga people,1,http://www.wikidata.org/entity/Q7792175,Thomas Marealle
http://www.wikidata.org/entity/Q932241,Massachusett people,1,http://www.wikidata.org/entity/Q288241,Crispus Attucks
http://www.wikidata.org/entity/Q9322510,Romani people in Poland,1,http://www.wikidata.org/entity/Q2646300,Alfreda Markowska
http://www.wikidata.org/entity/Q94696335,Eastern Europeans,1,http://www.wikidata.org/entity/Q94694236,Georgia Litwack
http://www.wikidata.org/entity/Q950097,Mississaugas,1,http://www.wikidata.org/entity/Q1507148,George Copway
http://www.wikidata.org/entity/Q952720,Papel people,1,http://www.wikidata.org/entity/Q106164,João Bernardo Vieira
http://www.wikidata.org/entity/Q958259,Black Europeans of African ancestry,1,http://www.wikidata.org/entity/Q6848259,Mike Ogletree
http://www.wikidata.org/entity/Q959419,Sicels,1,http://www.wikidata.org/entity/Q1264648,Ducetius
http://www.wikidata.org/entity/Q962760,Trinovantes,1,http://www.wikidata.org/entity/Q715547,Mandubracius
http://www.wikidata.org/entity/Q97466048,Togolese,1,http://www.wikidata.org/entity/Q47402082,Stéphane Legar
http://www.wikidata.org/entity/Q97704261,South Africans,1,http://www.wikidata.org/entity/Q281203,Irma Stern
http://www.wikidata.org/entity/Q978982,Xavante,1,http://www.wikidata.org/entity/Q1797143,Mário Juruna
http://www.wikidata.org/entity/Q98139677,Gwong people,1,http://www.wikidata.org/entity/Q3369538,Patrick Ibrahim Yakowa
http://www.wikidata.org/entity/Q1028,Morocco,1,http://www.wikidata.org/entity/Q369981,Yusuf ibn Tashfin
http://www.wikidata.org/entity/Q11042,culture,1,http://www.wikidata.org/entity/Q57017297,Samuel Chukwueze
http://www.wikidata.org/entity/Q13354,Yucatec Maya,1,http://www.wikidata.org/entity/Q28501819,Briceida Cuevas
http://www.wikidata.org/entity/Q13685,Siddi,1,http://www.wikidata.org/entity/Q6127501,Jamal-ud-Din Yaqut
http://www.wikidata.org/entity/Q18097,Korea,1,http://www.wikidata.org/entity/Q7151788,Paul Kim
http://www.wikidata.org/entity/Q23693,Visigoths,1,http://www.wikidata.org/entity/Q3753553,Froia
http://www.wikidata.org/entity/Q33262,Chamorro,1,http://www.wikidata.org/entity/Q109422800,Chailang Palacios
http://www.wikidata.org/entity/Q33543,Mordvins,1,http://www.wikidata.org/entity/Q502271,Andrey Kizhevatov
http://www.wikidata.org/entity/Q34188,Yanomamis,1,http://www.wikidata.org/entity/Q1173446,Davi Kopenawa Yanomami
http://www.wikidata.org/entity/Q34311,Yoruba,1,http://www.wikidata.org/entity/Q107455511,Foluke Adeboye
http://www.wikidata.org/entity/Q34344,Yurok people,1,http://www.wikidata.org/entity/Q98592725,Vivien Hailstone
http://www.wikidata.org/entity/Q35533,Kaingang,1,http://www.wikidata.org/entity/Q112220243,Rosane Kaingang
http://www.wikidata.org/entity/Q36368,Kurdish,1,http://www.wikidata.org/entity/Q8581,Saladin
http://www.wikidata.org/entity/Q36663,Urhobo,1,http://www.wikidata.org/entity/Q13140865,Temi Ejoor
http://www.wikidata.org/entity/Q408,Australia,1,http://www.wikidata.org/entity/Q214138,Walter Trier
http://www.wikidata.org/entity/Q42211,Vandals,1,http://www.wikidata.org/entity/Q4492783,Fredebal
http://www.wikidata.org/entity/Q43482,Franks,1,http://www.wikidata.org/entity/Q560809,Milo
http://www.wikidata.org/entity/Q44949,Bukharan Jews,1,http://www.wikidata.org/entity/Q16087368,Fatima Kuinova
http://www.wikidata.org/entity/Q45914,Maya people,1,http://www.wikidata.org/entity/Q102923887,Leydy Pech
http://www.wikidata.org/entity/Q46429,Guaraní people,1,http://www.wikidata.org/entity/Q110588238,India Juliana
http://www.wikidata.org/entity/Q47140,Brahmin,1,http://www.wikidata.org/entity/Q7241,Rabindranath Tagore
http://www.wikidata.org/entity/Q47740,Muslim,1,http://www.wikidata.org/entity/Q1718307,Muzaffer Ozak
http://www.wikidata.org/entity/Q49291,Powhatan,1,http://www.wikidata.org/entity/Q193406,Pocahontas
http://www.wikidata.org/entity/Q56932,Kalenjin people,1,http://www.wikidata.org/entity/Q9124,Eliud Kipchoge
http://www.wikidata.org/entity/Q58843,Tuareg,1,http://www.wikidata.org/entity/Q891919,Bombino
http://www.wikidata.org/entity/Q7913,Romanian,1,http://www.wikidata.org/entity/Q153048,Constantin Brâncuși
http://www.wikidata.org/entity/Q884,South Korea,1,http://www.wikidata.org/entity/Q48239125,Caroline Park
http://www.wikidata.org/entity/Q9129,Greek,1,http://www.wikidata.org/entity/Q712555,Thomas King
http://www.wikidata.org/entity/Q9292,Azerbaijani,1,http://www.wikidata.org/entity/Q110212546,Alireza Farshi
